,isWeekend,Seasons,Holiday,Hour,isWorkingHour,Temperature,Humidity,Wind speed,Solar Radiation,Rented Bike Count
4051,0,0,0,19,1,17.0,76,1.224744871391589,0.29,1751
4052,0,0,0,20,0,16.2,76,1.449137674618944,0.02,1386
4053,0,0,0,21,0,15.3,73,1.51657508881031,0.0,1263
4054,0,0,0,22,0,14.2,73,1.378404875209022,0.0,1221
4055,0,0,0,23,0,13.2,68,1.3416407864998738,0.0,864
4056,1,0,0,0,0,12.2,67,1.0954451150103321,0.0,689
4057,1,0,0,1,0,11.4,74,1.140175425099138,0.0,676
4058,1,0,0,2,0,11.1,74,1.378404875209022,0.0,526
4059,1,0,0,3,0,10.7,73,1.140175425099138,0.0,320
4060,1,0,0,4,0,10.5,73,1.0954451150103321,0.0,213
4061,1,0,0,5,0,10.4,71,1.0488088481701516,0.0,198
4062,1,0,0,6,0,10.5,70,1.0,0.03,234
4063,1,0,0,7,0,11.4,0,1.1832159566199232,0.46,436
4064,1,0,0,8,1,13.7,57,1.1832159566199232,1.28,766
4065,1,0,0,9,1,15.7,49,1.2649110640673518,2.0,932
4066,1,0,0,10,1,17.2,45,1.449137674618944,2.61,1051
4067,1,0,0,11,1,19.0,44,1.1832159566199232,3.12,1290
4068,1,0,0,12,1,20.5,42,1.449137674618944,3.42,1573
4069,1,0,0,13,1,21.9,39,1.4142135623730951,3.52,1865
4070,1,0,0,14,1,22.8,39,1.61245154965971,3.39,2128
4071,1,0,0,15,1,23.9,37,1.2649110640673518,3.07,2268
4072,1,0,0,16,1,24.5,34,1.224744871391589,2.54,2479
4073,1,0,0,17,1,24.5,35,1.3416407864998738,1.93,2355
4074,1,0,0,18,1,24.0,34,1.3038404810405297,1.22,2439
4075,1,0,0,19,1,22.6,34,1.224744871391589,0.51,2140
4076,1,0,0,20,0,20.9,34,1.1832159566199232,0.03,1872
4077,1,0,0,21,0,19.5,34,1.140175425099138,0.0,1780
4078,1,0,0,22,0,18.4,34,1.0954451150103321,0.0,1595
4079,1,0,0,23,0,17.1,37,1.140175425099138,0.0,1169
4080,1,0,0,0,0,15.8,41,1.0954451150103321,0.0,986
4081,1,0,0,1,0,14.7,43,1.0954451150103321,0.0,713
4082,1,0,0,2,0,13.9,43,0.9486832980505138,0.0,473
4083,1,0,0,3,0,13.5,41,1.0,0.0,347
4084,1,0,0,4,0,12.8,44,0.8944271909999159,0.0,205
4085,1,0,0,5,0,12.1,47,1.2649110640673518,0.0,160
4086,1,0,0,6,0,11.6,46,0.8944271909999159,0.05,190
4087,1,0,0,7,0,12.3,43,0.7745966692414834,0.3,341
4088,1,0,0,8,1,14.1,38,1.0,0.72,524
4089,1,0,0,9,1,16.0,34,1.140175425099138,1.0,676
4090,1,0,0,10,1,17.0,37,1.1832159566199232,0.94,899
4091,1,0,0,11,1,18.7,30,1.378404875209022,1.66,1013
4092,1,0,0,12,1,18.8,31,1.0954451150103321,0.92,1313
4093,1,0,0,13,1,19.9,33,1.1832159566199232,1.28,1559
4094,1,0,0,14,1,20.3,30,1.3416407864998738,1.01,1680
4095,1,0,0,15,1,21.0,28,1.3038404810405297,1.16,1999
4096,1,0,0,16,1,22.2,23,1.4832396974191326,1.66,2143
4097,1,0,0,17,1,22.4,23,1.5491933384829668,1.89,2310
4098,1,0,0,18,1,22.2,22,1.3416407864998738,1.25,2403
4099,1,0,0,19,1,20.8,24,1.4142135623730951,0.56,2145
4100,1,0,0,20,0,19.0,26,1.224744871391589,0.02,1846
4101,1,0,0,21,0,17.8,26,1.140175425099138,0.0,1636
4102,1,0,0,22,0,16.8,29,1.0954451150103321,0.0,1325
4103,1,0,0,23,0,15.8,30,1.0488088481701516,0.0,943
4104,0,0,0,0,0,15.3,29,1.140175425099138,0.0,666
4105,0,0,0,1,0,14.5,31,1.0488088481701516,0.0,420
4106,0,0,0,2,0,13.9,0,0.9486832980505138,0.0,262
4107,0,0,0,3,0,13.0,0,0.8944271909999159,0.0,165
4108,0,0,0,4,0,12.4,0,0.8944271909999159,0.0,113
4109,0,0,0,5,0,11.9,0,1.140175425099138,0.0,200
4110,0,0,0,6,0,11.4,0,0.9486832980505138,0.03,467
4111,0,0,0,7,0,12.3,0,0.9486832980505138,0.48,1135
4112,0,0,0,8,1,15.3,30,1.140175425099138,1.3,1785
4113,0,0,0,9,1,17.7,27,1.140175425099138,2.02,1118
4114,0,0,0,10,1,19.3,27,1.1832159566199232,2.63,962
4115,0,0,0,11,1,20.9,27,1.3038404810405297,3.11,1129
4116,0,0,0,12,1,21.8,31,1.449137674618944,3.39,1373
4117,0,0,0,13,1,22.8,31,1.378404875209022,3.49,1456
4118,0,0,0,14,1,23.4,36,1.6733200530681511,3.11,1483
4119,0,0,0,15,1,23.3,38,1.224744871391589,2.13,1612
4120,0,0,0,16,1,22.7,42,1.378404875209022,1.13,1820
4121,0,0,0,17,1,22.2,45,1.5491933384829668,0.83,2214
4122,0,0,0,18,1,21.6,48,1.5811388300841898,0.61,3069
4123,0,0,0,19,1,19.5,56,1.2649110640673518,0.29,2450
4124,0,0,0,20,0,18.4,59,1.61245154965971,0.04,2167
4125,0,0,0,21,0,17.7,63,0.7071067811865476,0.0,2065
4126,0,0,0,22,0,16.9,65,0.5477225575051661,0.0,1832
4127,0,0,0,23,0,16.3,70,0.8366600265340756,0.0,1273
4128,0,0,1,0,0,16.0,71,0.7071067811865476,0.0,957
4129,0,0,1,1,0,15.9,71,1.0488088481701516,0.0,810
4130,0,0,1,2,0,15.7,74,1.0,0.0,590
4131,0,0,1,3,0,15.5,0,0.8366600265340756,0.0,406
4132,0,0,1,4,0,15.6,0,0.7071067811865476,0.0,248
4133,0,0,1,5,0,15.7,0,0.7745966692414834,0.0,182
4134,0,0,1,6,0,15.5,0,0.7071067811865476,0.06,277
4135,0,0,1,7,0,16.3,69,0.8366600265340756,0.34,443
4136,0,0,1,8,1,18.2,63,0.8944271909999159,1.0,694
4137,0,0,1,9,1,19.3,62,0.8944271909999159,1.14,912
4138,0,0,1,10,1,20.7,55,1.3416407864998738,1.43,1119
4139,0,0,1,11,1,21.9,55,1.1832159566199232,1.87,1438
4140,0,0,1,12,1,22.9,51,1.0488088481701516,1.8,1798
4141,0,0,1,13,1,22.7,52,1.0,0.94,2000
4142,0,0,1,14,1,22.8,53,1.1832159566199232,0.98,1407
4143,0,0,1,15,1,21.1,72,1.6431676725154984,0.31,163
4144,0,0,1,16,1,19.5,80,1.0954451150103321,0.53,86
4145,0,0,1,17,1,18.6,84,1.3416407864998738,0.28,50
4146,0,0,1,18,1,17.9,93,1.0954451150103321,0.13,30
4147,0,0,1,19,1,17.6,93,0.5477225575051661,0.06,45
4148,0,0,1,20,0,17.2,85,1.1832159566199232,0.0,30
4149,0,0,1,21,0,17.0,85,1.0488088481701516,0.0,58
4150,0,0,1,22,0,16.8,87,0.7745966692414834,0.0,29
4151,0,0,1,23,0,16.3,96,1.0488088481701516,0.0,18
4152,0,0,0,0,0,15.8,97,1.5491933384829668,0.0,32
4153,0,0,0,1,0,15.3,97,1.7888543819998317,0.0,25
4154,0,0,0,2,0,15.0,97,1.5811388300841898,0.0,34
4155,0,0,0,3,0,14.9,96,1.4832396974191326,0.0,43
4156,0,0,0,4,0,15.0,97,1.1832159566199232,0.0,59
4157,0,0,0,5,0,14.6,87,1.4832396974191326,0.0,152
4158,0,0,0,6,0,13.9,83,1.7888543819998317,0.04,436
4159,0,0,0,7,0,13.6,75,1.2649110640673518,0.47,1241
4160,0,0,0,8,1,14.6,70,1.760681686165901,1.28,2035
4161,0,0,0,9,1,16.0,60,1.378404875209022,1.98,1125
4162,0,0,0,10,1,17.9,56,1.816590212458495,2.63,871
4163,0,0,0,11,1,18.9,42,1.9493588689617927,3.13,1012
4164,0,0,0,12,1,20.1,37,2.0,3.44,1216
4165,0,0,0,13,1,20.9,33,1.9748417658131499,3.52,1167
4166,0,0,0,14,1,22.0,33,1.8439088914585775,3.41,1183
4167,0,0,0,15,1,23.0,29,1.70293863659264,3.11,1332
4168,0,0,0,16,1,23.0,33,2.04939015319192,2.57,1563
4169,0,0,0,17,1,22.4,39,1.7888543819998317,1.9,2069
4170,0,0,0,18,1,21.7,40,1.8708286933869707,1.18,3123
4171,0,0,0,19,1,18.8,52,1.8439088914585775,0.49,2454
4172,0,0,0,20,0,16.7,61,1.378404875209022,0.05,2001
4173,0,0,0,21,0,15.4,61,1.0488088481701516,0.0,1833
4174,0,0,0,22,0,14.8,59,1.0,0.0,1588
4175,0,0,0,23,0,14.6,54,1.224744871391589,0.0,1080
4176,0,0,0,0,0,13.7,51,1.140175425099138,0.0,778
4177,0,0,0,1,0,12.9,62,0.7745966692414834,0.0,578
4178,0,0,0,2,0,12.5,54,0.8366600265340756,0.0,385
4179,0,0,0,3,0,12.1,64,0.8944271909999159,0.0,265
4180,0,0,0,4,0,11.7,64,1.2649110640673518,0.0,161
4181,0,0,0,5,0,11.3,64,1.0954451150103321,0.0,205
4182,0,0,0,6,0,11.4,67,1.0,0.04,530
4183,0,0,0,7,0,12.5,61,1.140175425099138,0.42,1390
4184,0,0,0,8,1,15.2,50,1.2649110640673518,1.1,2081
4185,0,0,0,9,1,17.6,30,1.0488088481701516,1.79,1226
4186,0,0,0,10,1,19.9,27,1.6431676725154984,2.44,880
4187,0,0,0,11,1,21.5,30,1.70293863659264,2.92,922
4188,0,0,0,12,1,22.1,36,2.3021728866442674,3.2,1087
4189,0,0,0,13,1,23.3,35,1.9235384061671346,3.28,1078
4190,0,0,0,14,1,23.2,36,2.2135943621178655,3.18,1059
4191,0,0,0,15,1,23.5,36,1.7888543819998317,2.91,1174
4192,0,0,0,16,1,23.5,36,2.0,2.42,1455
4193,0,0,0,17,1,23.4,38,1.6431676725154984,1.76,1863
4194,0,0,0,18,1,22.6,39,1.6733200530681511,1.1,2825
4195,0,0,0,19,1,21.1,44,1.61245154965971,0.41,2334
4196,0,0,0,20,0,20.0,46,1.61245154965971,0.05,1902
4197,0,0,0,21,0,19.3,50,1.3038404810405297,0.0,1838
4198,0,0,0,22,0,18.6,54,1.51657508881031,0.0,1678
4199,0,0,0,23,0,18.1,56,1.2649110640673518,0.0,1087
4200,0,0,0,0,0,17.6,57,1.3416407864998738,0.0,831
4201,0,0,0,1,0,16.9,61,1.0,0.0,610
4202,0,0,0,2,0,16.1,70,0.7745966692414834,0.0,437
4203,0,0,0,3,0,15.4,71,0.7071067811865476,0.0,286
4204,0,0,0,4,0,14.8,71,0.6324555320336759,0.0,188
4205,0,0,0,5,0,14.3,75,0.7745966692414834,0.0,201
4206,0,0,0,6,0,13.8,74,0.8366600265340756,0.05,531
4207,0,0,0,7,0,14.4,66,1.0488088481701516,0.42,1250
4208,0,0,0,8,1,17.1,57,1.3038404810405297,1.21,1996
4209,0,0,0,9,1,19.5,44,1.140175425099138,1.88,1121
4210,0,0,0,10,1,21.4,30,1.5811388300841898,2.53,819
4211,0,0,0,11,1,23.1,30,1.5811388300841898,3.01,959
4212,0,0,0,12,1,24.4,24,1.70293863659264,3.28,1082
4213,0,0,0,13,1,25.6,26,1.6431676725154984,3.36,1106
4214,0,0,0,14,1,26.0,23,1.51657508881031,2.92,1161
4215,0,0,0,15,1,25.1,25,1.6431676725154984,2.2,1306
4216,0,0,0,16,1,24.3,27,2.0248456731316584,1.78,1533
4217,0,0,0,17,1,23.6,28,1.760681686165901,1.26,2013
4218,0,0,0,18,1,23.3,32,1.61245154965971,1.05,2916
4219,0,0,0,19,1,22.0,40,1.2649110640673518,0.47,2227
4220,0,0,0,20,0,20.4,45,1.4142135623730951,0.06,1905
4221,0,0,0,21,0,19.1,50,1.1832159566199232,0.0,1740
4222,0,0,0,22,0,18.3,54,1.3038404810405297,0.0,1630
4223,0,0,0,23,0,17.6,55,0.7071067811865476,0.0,1209
4224,1,0,0,0,0,17.0,59,1.0488088481701516,0.0,987
4225,1,0,0,1,0,16.2,63,0.8366600265340756,0.0,837
4226,1,0,0,2,0,15.8,66,0.7745966692414834,0.0,572
4227,1,0,0,3,0,15.3,69,0.7071067811865476,0.0,419
4228,1,0,0,4,0,14.8,73,0.7071067811865476,0.0,232
4229,1,0,0,5,0,14.4,73,0.6324555320336759,0.0,198
4230,1,0,0,6,0,14.2,72,0.7745966692414834,0.04,299
4231,1,0,0,7,0,15.0,64,0.7745966692414834,0.46,503
4232,1,0,0,8,1,17.8,52,0.7745966692414834,1.18,763
4233,1,0,0,9,1,20.6,43,1.0488088481701516,1.84,992
4234,1,0,0,10,1,23.2,41,1.0488088481701516,2.45,1010
4235,1,0,0,11,1,24.8,34,0.9486832980505138,2.92,1164
4236,1,0,0,12,1,26.2,31,1.0954451150103321,3.18,1285
4237,1,0,0,13,1,27.8,31,1.4142135623730951,3.29,1441
4238,1,0,0,14,1,28.3,30,1.51657508881031,3.14,1448
4239,1,0,0,15,1,29.4,30,1.4142135623730951,2.82,1575
4240,1,0,0,16,1,29.0,31,1.70293863659264,2.26,1690
4241,1,0,0,17,1,27.9,34,1.9493588689617927,1.73,1886
4242,1,0,0,18,1,27.0,33,1.4832396974191326,1.07,2020
4243,1,0,0,19,1,24.9,46,1.760681686165901,0.43,1985
4244,1,0,0,20,0,22.3,50,1.6431676725154984,0.05,1909
4245,1,0,0,21,0,21.7,58,1.140175425099138,0.0,1851
4246,1,0,0,22,0,21.2,60,1.0,0.0,1683
4247,1,0,0,23,0,20.7,63,0.8944271909999159,0.0,1330
4248,1,0,0,0,0,20.1,65,1.2649110640673518,0.0,1089
4249,1,0,0,1,0,19.8,61,1.1832159566199232,0.0,799
4250,1,0,0,2,0,19.0,62,1.3416407864998738,0.0,555
4251,1,0,0,3,0,18.5,62,0.8944271909999159,0.0,423
4252,1,0,0,4,0,17.9,59,1.140175425099138,0.0,208
4253,1,0,0,5,0,17.6,0,0.8944271909999159,0.0,174
4254,1,0,0,6,0,17.3,62,1.1832159566199232,0.03,234
4255,1,0,0,7,0,17.6,0,1.1832159566199232,0.34,341
4256,1,0,0,8,1,18.3,51,1.4142135623730951,0.7,608
4257,1,0,0,9,1,19.5,43,1.224744871391589,1.02,762
4258,1,0,0,10,1,21.6,33,1.4142135623730951,1.86,821
4259,1,0,0,11,1,22.3,33,1.3416407864998738,1.54,1004
4260,1,0,0,12,1,23.4,38,1.6733200530681511,1.87,1404
4261,1,0,0,13,1,24.3,37,1.51657508881031,2.22,1579
4262,1,0,0,14,1,24.2,36,2.0,2.16,1730
4263,1,0,0,15,1,23.9,37,1.61245154965971,1.82,2019
4264,1,0,0,16,1,24.0,36,1.2649110640673518,1.34,2242
4265,1,0,0,17,1,23.5,32,1.7888543819998317,1.01,2307
4266,1,0,0,18,1,23.0,36,1.6733200530681511,0.85,2267
4267,1,0,0,19,1,21.7,38,1.449137674618944,0.27,2207
4268,1,0,0,20,0,20.6,41,1.51657508881031,0.09,2044
4269,1,0,0,21,0,19.5,46,1.3416407864998738,0.0,1729
4270,1,0,0,22,0,18.6,50,1.0,0.0,1374
4271,1,0,0,23,0,17.9,53,1.378404875209022,0.0,1071
4272,0,0,0,0,0,17.3,55,0.8366600265340756,0.0,770
4273,0,0,0,1,0,16.7,60,0.8944271909999159,0.0,440
4274,0,0,0,2,0,16.5,58,0.5477225575051661,0.0,335
4275,0,0,0,3,0,17.1,56,0.6324555320336759,0.0,185
4276,0,0,0,4,0,17.2,0,0.6324555320336759,0.0,134
4277,0,0,0,5,0,16.6,0,0.9486832980505138,0.0,247
4278,0,0,0,6,0,16.2,0,0.7071067811865476,0.05,641
4279,0,0,0,7,0,16.8,0,0.8944271909999159,0.36,1502
4280,0,0,0,8,1,19.5,50,0.8366600265340756,1.19,2194
4281,0,0,0,9,1,21.7,48,1.0488088481701516,1.92,1131
4282,0,0,0,10,1,23.3,49,1.0488088481701516,2.46,828
4283,0,0,0,11,1,25.1,45,0.9486832980505138,2.9,986
4284,0,0,0,12,1,26.3,44,1.3416407864998738,3.24,1139
4285,0,0,0,13,1,27.7,39,1.378404875209022,3.33,1124
4286,0,0,0,14,1,28.7,36,1.61245154965971,3.21,1128
4287,0,0,0,15,1,28.4,43,1.760681686165901,2.28,1258
4288,0,0,0,16,1,28.1,43,1.8439088914585775,2.32,1497
4289,0,0,0,17,1,26.9,45,1.8708286933869707,1.64,2060
4290,0,0,0,18,1,26.0,39,1.6431676725154984,1.07,3245
4291,0,0,0,19,1,24.4,44,1.6733200530681511,0.45,2656
4292,0,0,0,20,0,23.0,49,1.5491933384829668,0.07,2252
4293,0,0,0,21,0,21.8,50,1.449137674618944,0.0,2140
4294,0,0,0,22,0,21.1,54,0.7745966692414834,0.0,1881
4295,0,0,0,23,0,20.9,53,1.2649110640673518,0.0,1247
4296,0,0,0,0,0,20.6,54,1.61245154965971,0.0,841
4297,0,0,0,1,0,20.3,55,1.0488088481701516,0.0,721
4298,0,0,0,2,0,20.2,56,1.51657508881031,0.0,466
4299,0,0,0,3,0,20.0,58,1.3416407864998738,0.0,285
4300,0,0,0,4,0,19.8,60,1.378404875209022,0.0,204
4301,0,0,0,5,0,19.6,64,0.5477225575051661,0.0,252
4302,0,0,0,6,0,19.5,64,0.6324555320336759,0.02,625
4303,0,0,0,7,0,19.9,63,1.0488088481701516,0.24,1427
4304,0,0,0,8,1,20.5,66,1.3038404810405297,0.34,2234
4305,0,0,0,9,1,21.0,67,1.0488088481701516,0.54,1192
4306,0,0,0,10,1,21.6,68,1.2649110640673518,0.83,893
4307,0,0,0,11,1,23.1,63,1.61245154965971,1.68,949
4308,0,0,0,12,1,23.1,64,1.61245154965971,1.35,1184
4309,0,0,0,13,1,24.2,58,1.224744871391589,1.66,1103
4310,0,0,0,14,1,25.5,53,1.4142135623730951,2.5,1174
4311,0,0,0,15,1,25.7,56,1.3416407864998738,1.71,1234
4312,0,0,0,16,1,23.6,66,2.04939015319192,0.89,1592
4313,0,0,0,17,1,23.9,65,1.378404875209022,1.02,2022
4314,0,0,0,18,1,23.1,68,1.70293863659264,0.42,2154
4315,0,0,0,19,1,22.3,71,1.5811388300841898,0.14,477
4316,0,0,0,20,0,20.1,88,1.4832396974191326,0.0,422
4317,0,0,0,21,0,19.9,93,1.1832159566199232,0.0,1041
4318,0,0,0,22,0,19.9,85,1.3038404810405297,0.0,1121
4319,0,0,0,23,0,19.5,89,1.3038404810405297,0.0,742
4320,0,0,0,0,0,19.1,84,1.2649110640673518,0.0,507
4321,0,0,0,1,0,18.8,84,0.7071067811865476,0.0,570
4322,0,0,0,2,0,18.7,83,0.7745966692414834,0.0,422
4323,0,0,0,3,0,18.4,86,0.7745966692414834,0.0,238
4324,0,0,0,4,0,18.3,84,0.9486832980505138,0.0,167
4325,0,0,0,5,0,18.4,84,0.7745966692414834,0.0,239
4326,0,0,0,6,0,18.6,84,0.8366600265340756,0.01,505
4327,0,0,0,7,0,18.9,85,0.7745966692414834,0.12,1150
4328,0,0,0,8,1,19.3,83,0.7745966692414834,0.23,1937
4329,0,0,0,9,1,19.8,79,1.140175425099138,0.45,1200
4330,0,0,0,10,1,21.4,71,1.3038404810405297,1.43,916
4331,0,0,0,11,1,22.8,66,1.6431676725154984,2.76,975
4332,0,0,0,12,1,23.2,64,1.7320508075688772,2.08,1187
4333,0,0,0,13,1,24.0,56,1.61245154965971,2.94,1134
4334,0,0,0,14,1,24.3,58,1.70293863659264,2.92,1119
4335,0,0,0,15,1,24.3,52,1.7320508075688772,2.55,1280
4336,0,0,0,16,1,24.7,47,1.7320508075688772,2.44,1571
4337,0,0,0,17,1,24.1,41,1.4832396974191326,1.9,2166
4338,0,0,0,18,1,23.6,42,1.449137674618944,1.23,3251
4339,0,0,0,19,1,21.2,52,1.8973665961010275,0.55,2650
4340,0,0,0,20,0,19.1,64,1.61245154965971,0.06,2224
4341,0,0,0,21,0,18.2,69,1.4142135623730951,0.0,2074
4342,0,0,0,22,0,17.3,76,1.3038404810405297,0.0,1732
4343,0,0,0,23,0,16.4,80,1.224744871391589,0.0,1158
4344,0,0,0,0,0,15.8,82,1.2649110640673518,0.0,844
4345,0,0,0,1,0,15.5,82,1.224744871391589,0.0,610
4346,0,0,0,2,0,15.2,84,0.8366600265340756,0.0,470
4347,0,0,0,3,0,15.0,84,1.140175425099138,0.0,328
4348,0,0,0,4,0,14.8,85,0.8366600265340756,0.0,188
4349,0,0,0,5,0,14.4,82,1.0954451150103321,0.0,265
4350,0,0,0,6,0,14.3,82,0.8366600265340756,0.05,646
4351,0,0,0,7,0,14.9,71,0.9486832980505138,0.47,1401
4352,0,0,0,8,1,16.9,65,1.2649110640673518,1.21,2281
4353,0,0,0,9,1,18.8,59,1.2649110640673518,1.9,1277
4354,0,0,0,10,1,20.8,54,1.0954451150103321,2.45,936
4355,0,0,0,11,1,22.0,54,1.6431676725154984,2.89,979
4356,0,0,0,12,1,23.7,44,1.140175425099138,3.2,1134
4357,0,0,0,13,1,25.0,47,1.5811388300841898,3.34,1151
4358,0,0,0,14,1,25.9,43,1.6431676725154984,2.97,1164
4359,0,0,0,15,1,26.9,37,1.6431676725154984,2.9,1280
4360,0,0,0,16,1,27.3,38,1.70293863659264,2.41,1550
4361,0,0,0,17,1,27.2,42,1.70293863659264,1.79,2047
4362,0,0,0,18,1,26.4,42,1.760681686165901,0.79,3119
4363,0,0,0,19,1,25.2,53,1.760681686165901,0.51,2534
4364,0,0,0,20,0,23.1,58,1.70293863659264,0.06,2164
4365,0,0,0,21,0,21.9,60,1.5811388300841898,0.0,2070
4366,0,0,0,22,0,21.1,59,1.449137674618944,0.0,1900
4367,0,0,0,23,0,20.5,62,1.4832396974191326,0.0,1343
4368,0,1,0,0,0,20.1,63,1.0488088481701516,0.0,963
4369,0,1,0,1,0,19.5,65,0.6324555320336759,0.0,776
4370,0,1,0,2,0,19.0,72,1.1832159566199232,0.0,554
4371,0,1,0,3,0,18.6,72,1.1832159566199232,0.0,366
4372,0,1,0,4,0,18.1,76,1.3416407864998738,0.0,265
4373,0,1,0,5,0,17.8,75,1.0,0.0,306
4374,0,1,0,6,0,17.5,76,1.0954451150103321,0.05,672
4375,0,1,0,7,0,18.1,64,0.7745966692414834,0.47,1421
4376,0,1,0,8,1,20.6,55,0.8366600265340756,1.21,2149
4377,0,1,0,9,1,23.1,52,1.3038404810405297,1.88,1219
4378,0,1,0,10,1,25.3,45,1.140175425099138,2.45,862
4379,0,1,0,11,1,26.8,38,1.61245154965971,2.99,1036
4380,0,1,0,12,1,28.2,34,1.61245154965971,3.26,1076
4381,0,1,0,13,1,29.4,33,1.4832396974191326,3.3,1093
4382,0,1,0,14,1,29.6,31,1.9235384061671346,3.25,1071
4383,0,1,0,15,1,29.9,36,1.816590212458495,2.94,1235
4384,0,1,0,16,1,29.9,34,1.7888543819998317,2.46,1488
4385,0,1,0,17,1,29.2,35,2.073644135332772,1.87,2123
4386,0,1,0,18,1,28.5,36,1.7320508075688772,1.21,3088
4387,0,1,0,19,1,26.8,35,1.378404875209022,0.54,2505
4388,0,1,0,20,0,25.0,39,1.6733200530681511,0.06,2163
4389,0,1,0,21,0,23.5,44,1.2649110640673518,0.0,2066
4390,0,1,0,22,0,22.7,44,1.224744871391589,0.0,1991
4391,0,1,0,23,0,21.8,49,1.2649110640673518,0.0,1440
4392,1,1,0,0,0,20.9,53,1.1832159566199232,0.0,1165
4393,1,1,0,1,0,20.2,57,0.6324555320336759,0.0,989
4394,1,1,0,2,0,19.6,60,1.378404875209022,0.0,677
4395,1,1,0,3,0,18.9,63,1.224744871391589,0.0,475
4396,1,1,0,4,0,18.3,66,1.140175425099138,0.0,312
4397,1,1,0,5,0,17.8,69,1.0488088481701516,0.0,264
4398,1,1,0,6,0,17.7,68,1.140175425099138,0.05,342
4399,1,1,0,7,0,18.1,59,0.7745966692414834,0.47,560
4400,1,1,0,8,1,20.4,54,1.0,1.23,898
4401,1,1,0,9,1,23.3,43,1.0954451150103321,1.91,1005
4402,1,1,0,10,1,25.5,33,1.0488088481701516,2.52,1044
4403,1,1,0,11,1,27.3,35,1.51657508881031,2.98,1094
4404,1,1,0,12,1,28.3,30,1.7320508075688772,3.29,1253
4405,1,1,0,13,1,29.6,24,1.5491933384829668,3.42,1334
4406,1,1,0,14,1,29.8,23,1.8973665961010275,3.32,1396
4407,1,1,0,15,1,29.8,24,1.70293863659264,3.0,1535
4408,1,1,0,16,1,29.6,26,1.9235384061671346,2.58,1707
4409,1,1,0,17,1,28.9,22,1.6431676725154984,1.93,2025
4410,1,1,0,18,1,27.4,29,1.8973665961010275,1.19,2246
4411,1,1,0,19,1,25.4,33,1.6431676725154984,0.54,2337
4412,1,1,0,20,0,23.4,38,1.51657508881031,0.06,2338
4413,1,1,0,21,0,22.1,44,1.5811388300841898,0.0,2238
4414,1,1,0,22,0,21.4,48,1.2649110640673518,0.0,1969
4415,1,1,0,23,0,20.6,52,0.7071067811865476,0.0,1490
4416,1,1,0,0,0,19.7,55,1.4142135623730951,0.0,1248
4417,1,1,0,1,0,19.2,57,0.8944271909999159,0.0,902
4418,1,1,0,2,0,18.6,60,1.3416407864998738,0.0,673
4419,1,1,0,3,0,18.0,64,1.140175425099138,0.0,437
4420,1,1,0,4,0,17.4,65,0.8944271909999159,0.0,294
4421,1,1,0,5,0,17.1,66,0.5477225575051661,0.0,193
4422,1,1,0,6,0,16.9,62,0.6324555320336759,0.06,228
4423,1,1,0,7,0,18.0,54,0.8366600265340756,0.51,423
4424,1,1,0,8,1,20.3,47,1.224744871391589,1.05,659
4425,1,1,0,9,1,22.7,39,0.8366600265340756,1.91,831
4426,1,1,0,10,1,24.8,34,1.140175425099138,2.09,938
4427,1,1,0,11,1,26.7,30,1.0488088481701516,2.83,977
4428,1,1,0,12,1,28.7,27,1.3038404810405297,3.29,1134
4429,1,1,0,13,1,29.4,24,1.6431676725154984,3.18,1393
4430,1,1,0,14,1,29.8,26,1.4832396974191326,3.2,1399
4431,1,1,0,15,1,30.7,21,1.5811388300841898,2.95,1556
4432,1,1,0,16,1,30.4,28,1.8973665961010275,2.48,1834
4433,1,1,0,17,1,29.5,29,2.0248456731316584,1.84,2131
4434,1,1,0,18,1,29.3,25,1.5491933384829668,1.23,2349
4435,1,1,0,19,1,27.4,29,1.5491933384829668,0.5,2514
4436,1,1,0,20,0,25.3,32,1.4832396974191326,0.06,2460
4437,1,1,0,21,0,24.2,32,1.449137674618944,0.0,2173
4438,1,1,0,22,0,23.0,38,1.0954451150103321,0.0,1741
4439,1,1,0,23,0,22.0,44,0.8944271909999159,0.0,1274
4440,0,1,0,0,0,21.4,45,1.1832159566199232,0.0,938
4441,0,1,0,1,0,20.7,47,0.9486832980505138,0.0,596
4442,0,1,0,2,0,20.1,49,0.8944271909999159,0.0,351
4443,0,1,0,3,0,19.6,51,1.0,0.0,244
4444,0,1,0,4,0,19.4,56,1.0954451150103321,0.0,172
4445,0,1,0,5,0,19.2,56,0.9486832980505138,0.0,299
4446,0,1,0,6,0,18.9,53,0.5477225575051661,0.04,742
4447,0,1,0,7,0,19.5,52,0.8944271909999159,0.46,1505
4448,0,1,0,8,1,22.1,44,1.1832159566199232,1.16,2287
4449,0,1,0,9,1,23.3,37,0.6324555320336759,1.28,1243
4450,0,1,0,10,1,25.1,40,1.6431676725154984,2.37,970
4451,0,1,0,11,1,26.1,37,1.5491933384829668,2.79,1008
4452,0,1,0,12,1,26.3,36,1.760681686165901,2.61,1152
4453,0,1,0,13,1,27.4,30,1.4142135623730951,3.03,1085
4454,0,1,0,14,1,26.5,43,1.9748417658131499,2.36,1148
4455,0,1,0,15,1,25.5,43,1.70293863659264,1.71,1249
4456,0,1,0,16,1,25.5,43,1.7888543819998317,1.72,1671
4457,0,1,0,17,1,24.9,46,1.4142135623730951,0.91,2190
4458,0,1,0,18,1,24.4,48,1.378404875209022,0.56,3380
